2024-11-19 17:45:59 INFO  c.b.T.LoginPageTests:45 - Setting up driver ...
2024-11-19 21:29:30 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, ExpectedMessage=null, Password=12345.0}
2024-11-19 21:29:30 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, ExpectedMessage=null, Password=wrongPass}
2024-11-19 21:29:30 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 21:30:32 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 21:30:33 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 21:30:33 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 21:30:33 INFO  LoginPageTests:21 - Login Page is Initialised
2024-11-19 21:30:34 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:30:34 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 21:30:34 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 21:30:34 INFO  LoginPageTests:25 - Login Page is opened
2024-11-19 21:30:34 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 21:30:34 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 21:30:34 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 21:30:34 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 21:30:34 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 21:30:34 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 21:30:35 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 21:38:28 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 21:38:29 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 21:38:29 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 21:38:29 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 21:38:30 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:38:30 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 21:38:30 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 21:38:30 INFO  LoginPageTests:27 - Login Page is opened
2024-11-19 21:38:30 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 21:38:30 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 21:38:30 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 21:38:30 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 21:38:30 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 21:38:30 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 21:38:30 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:38:30 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:38:30 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:38:30 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:38:31 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:38:31 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:38:31 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:38:31 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:38:31 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:38:31 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:38:31 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:38:31 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:38:31 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:38:31 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:38:31 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:38:31 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 21:40:00 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 21:40:02 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 21:40:02 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 21:40:02 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 21:40:03 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:03 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 21:40:03 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 21:40:03 INFO  LoginPageTests:27 - Login Page is opened
2024-11-19 21:40:03 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 21:40:03 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 21:40:03 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 21:40:03 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 21:40:03 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 21:40:03 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 21:40:03 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:40:03 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:03 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:40:03 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:40:03 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:03 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:40:04 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:40:04 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:04 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:40:04 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:40:04 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:04 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:40:04 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:40:04 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:04 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:40:04 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 21:40:04 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 21:40:04 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 21:40:04 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 22:13:58 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 22:14:00 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 22:14:00 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 22:14:00 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 22:14:01 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:01 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 22:14:01 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 22:14:01 INFO  LoginPageTests:27 - Login Page is opened
2024-11-19 22:14:01 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 22:14:01 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 22:14:01 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 22:14:01 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 22:14:01 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 22:14:01 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 22:14:01 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:01 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:01 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:01 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:01 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:01 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:01 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:01 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:02 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:02 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:02 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:02 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:02 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:02 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:02 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:02 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:02 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:02 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:02 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:02 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:02 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:02 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:02 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:02 INFO  LoginPage:126 - UserName/EmailID field is cleared
2024-11-19 22:14:03 INFO  LoginPage:128 - Password field is cleared
2024-11-19 22:14:03 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:14:03 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:14:03 INFO  LoginPage:89 - Fetch page title: Login - HP Banking
2024-11-19 22:14:03 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 22:24:19 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 22:24:20 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 22:24:20 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 22:24:20 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 22:24:21 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:24:21 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 22:24:21 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 22:24:21 INFO  LoginPageTests:27 - Login Page is opened
2024-11-19 22:24:21 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 22:24:21 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 22:24:21 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 22:24:21 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 22:24:21 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 22:24:21 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 22:24:21 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:21 INFO  LoginPage:134 - Password field is cleared
2024-11-19 22:24:21 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:24:21 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:21 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:21 INFO  LoginPage:134 - Password field is cleared
2024-11-19 22:24:22 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPage:134 - Password field is cleared
2024-11-19 22:24:22 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPage:134 - Password field is cleared
2024-11-19 22:24:22 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPage:134 - Password field is cleared
2024-11-19 22:24:22 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:24:22 INFO  LoginPage:132 - UserName/EmailID field is cleared
2024-11-19 22:24:22 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 22:25:02 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 22:25:03 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 22:25:03 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 22:25:03 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 22:25:04 INFO  ActionUtils:95 - Fetching title of page...
2024-11-19 22:25:04 INFO  LoginPage:74 - Expected page title: Login - HP Banking
2024-11-19 22:25:04 INFO  LoginPage:75 - Fetch page title: Login - HP Banking
2024-11-19 22:25:04 INFO  LoginPageTests:27 - Login Page is opened
2024-11-19 22:25:04 INFO  TestData:66 - Row 1 data: {Comment=Enter invalid username and incorrect password, UserName/Email=invalidUser, Password=wrongPassword123}
2024-11-19 22:25:04 INFO  TestData:66 - Row 2 data: {Comment=Enter valid username and incorrect password, UserName/Email=validUser, Password=123.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 3 data: {Comment=Enter invalid username and leave password field blank, UserName/Email=invalidUser, Password=}
2024-11-19 22:25:04 INFO  TestData:66 - Row 4 data: {Comment=Leave username field blank and enter valid password, UserName/Email=, Password=12345.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 5 data: {Comment=Leave both fields blank, UserName/Email=, Password=}
2024-11-19 22:25:04 INFO  TestData:66 - Row 6 data: {Comment=Enter special characters in username field, UserName/Email=!@#$%^&*(), Password=12345.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 7 data: {Comment=Enter invalid email without "@", UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 8 data: {Comment=Enter email without domain, UserName/Email=invalid@, Password=12345.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 9 data: {Comment=Enter valid email and blank password, UserName/Email=chaudhariminal09@gmail.com, Password=}
2024-11-19 22:25:04 INFO  TestData:66 - Row 10 data: {Comment=Enter invalid email and valid password, UserName/Email=invalidemail.com, Password=12345.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 11 data: {Comment=Enter email with spaces and valid password, UserName/Email=user @example.com, Password=12345.0}
2024-11-19 22:25:04 INFO  TestData:66 - Row 12 data: {Comment=Enter email with special characters and invalid password, UserName/Email=user@inv@lid.com, Password=wrongPass}
2024-11-19 22:25:05 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:25:05 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:25:05 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:25:05 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:25:05 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:25:06 INFO  LoginPage:65 - Sign In button clicked
2024-11-19 22:25:06 INFO  LoginPageTests:93 - Driver tear down complete ...
2024-11-19 22:25:23 INFO  LoginPageTests:45 - Setting up driver ...
2024-11-19 22:25:24 INFO  LoginPageTests:52 - Chrome browser initialized.
2024-11-19 22:25:24 INFO  LoginPageTests:67 - Driver setup complete ...
2024-11-19 22:25:24 INFO  LoginPageTests:23 - Login Page is Initialised
2024-11-19 22:25:26 INFO  ActionUtils:95 - Fetching title of page...
